"","alt","choice","price","mincost","extras","network","sms","design","complexity"
"4720",2,0,135,100,"internet","other",0.23,"trendy","no"
"4721",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4722",2,0,135,100,"internet","other",0.23,"trendy","no"
"4723",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4724",2,0,135,100,"internet","other",0.23,"trendy","no"
"4725",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4726",2,0,135,100,"internet","other",0.23,"trendy","no"
"4727",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4728",2,0,135,100,"internet","other",0.23,"trendy","no"
"4729",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4730",2,0,135,100,"internet","other",0.23,"trendy","no"
"4731",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4732",2,0,135,100,"internet","other",0.23,"trendy","no"
"4733",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4734",2,0,135,100,"internet","other",0.23,"trendy","no"
"4735",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4736",2,0,135,100,"internet","other",0.23,"trendy","no"
"4737",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4738",2,0,135,100,"internet","other",0.23,"trendy","no"
"4739",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4740",2,0,135,100,"internet","other",0.23,"trendy","no"
"4741",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4742",2,0,135,100,"internet","other",0.23,"trendy","no"
"4743",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4744",2,0,135,100,"internet","other",0.23,"trendy","no"
"4745",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4746",2,0,135,100,"internet","other",0.23,"trendy","no"
"4747",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4748",2,0,135,100,"internet","other",0.23,"trendy","no"
"4749",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4750",2,0,135,100,"internet","other",0.23,"trendy","no"
"4751",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4752",2,0,135,100,"internet","other",0.23,"trendy","no"
"4753",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4754",2,0,135,100,"internet","other",0.23,"trendy","no"
"4755",1,1,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4756",2,0,135,100,"internet","other",0.23,"trendy","no"
"4757",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4758",2,1,135,100,"internet","other",0.23,"trendy","no"
"4759",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4760",2,1,135,100,"internet","other",0.23,"trendy","no"
"4761",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4762",2,1,135,100,"internet","other",0.23,"trendy","no"
"4763",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4764",2,1,135,100,"internet","other",0.23,"trendy","no"
"4765",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4766",2,1,135,100,"internet","other",0.23,"trendy","no"
"4767",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4768",2,1,135,100,"internet","other",0.23,"trendy","no"
"4769",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4770",2,1,135,100,"internet","other",0.23,"trendy","no"
"4771",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4772",2,1,135,100,"internet","other",0.23,"trendy","no"
"4773",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4774",2,1,135,100,"internet","other",0.23,"trendy","no"
"4775",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4776",2,1,135,100,"internet","other",0.23,"trendy","no"
"4777",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4778",2,1,135,100,"internet","other",0.23,"trendy","no"
"4779",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4780",2,1,135,100,"internet","other",0.23,"trendy","no"
"4781",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4782",2,1,135,100,"internet","other",0.23,"trendy","no"
"4783",1,0,100,170,"camera","KPNVodafone",0.17,"basic","no"
"4784",2,1,135,100,"internet","other",0.23,"trendy","no"
"4785",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4786",2,0,135,135,"internet","other",0.23,"trendy","no"
"4787",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4788",2,0,135,135,"internet","other",0.23,"trendy","no"
"4789",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4790",2,0,135,135,"internet","other",0.23,"trendy","no"
"4791",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4792",2,0,135,135,"internet","other",0.23,"trendy","no"
"4793",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4794",2,0,135,135,"internet","other",0.23,"trendy","no"
"4795",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4796",2,0,135,135,"internet","other",0.23,"trendy","no"
"4797",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4798",2,0,135,135,"internet","other",0.23,"trendy","no"
"4799",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4800",2,0,135,135,"internet","other",0.23,"trendy","no"
"4801",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4802",2,0,135,135,"internet","other",0.23,"trendy","no"
"4803",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4804",2,0,135,135,"internet","other",0.23,"trendy","no"
"4805",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4806",2,0,135,135,"internet","other",0.23,"trendy","no"
"4807",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4808",2,0,135,135,"internet","other",0.23,"trendy","no"
"4809",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4810",2,0,135,135,"internet","other",0.23,"trendy","no"
"4811",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4812",2,0,135,135,"internet","other",0.23,"trendy","no"
"4813",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4814",2,0,135,135,"internet","other",0.23,"trendy","no"
"4815",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4816",2,0,135,135,"internet","other",0.23,"trendy","no"
"4817",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4818",2,0,135,135,"internet","other",0.23,"trendy","no"
"4819",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4820",2,0,135,135,"internet","other",0.23,"trendy","no"
"4821",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4822",2,0,135,135,"internet","other",0.23,"trendy","no"
"4823",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4824",2,0,135,135,"internet","other",0.23,"trendy","no"
"4825",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4826",2,0,135,135,"internet","other",0.23,"trendy","no"
"4827",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4828",2,0,135,135,"internet","other",0.23,"trendy","no"
"4829",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4830",2,0,135,135,"internet","other",0.23,"trendy","no"
"4831",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4832",2,0,135,135,"internet","other",0.23,"trendy","no"
"4833",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4834",2,0,135,135,"internet","other",0.23,"trendy","no"
"4835",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4836",2,0,135,135,"internet","other",0.23,"trendy","no"
"4837",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4838",2,0,135,135,"internet","other",0.23,"trendy","no"
"4839",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4840",2,0,135,135,"internet","other",0.23,"trendy","no"
"4841",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4842",2,0,135,135,"internet","other",0.23,"trendy","no"
"4843",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4844",2,0,135,135,"internet","other",0.23,"trendy","no"
"4845",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4846",2,0,135,135,"internet","other",0.23,"trendy","no"
"4847",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4848",2,0,135,135,"internet","other",0.23,"trendy","no"
"4849",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4850",2,0,135,135,"internet","other",0.23,"trendy","no"
"4851",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4852",2,0,135,135,"internet","other",0.23,"trendy","no"
"4853",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4854",2,0,135,135,"internet","other",0.23,"trendy","no"
"4855",1,1,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4856",2,0,135,135,"internet","other",0.23,"trendy","no"
"4857",1,0,100,100,"camera","KPNVodafone",0.17,"basic","no"
"4858",2,1,135,135,"internet","other",0.23,"trendy","no"
"4859",1,1,170,170,"games","other",0.23,"trendy","no"
"4860",2,0,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4861",1,0,170,170,"games","other",0.23,"trendy","no"
"4862",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4863",1,0,170,170,"games","other",0.23,"trendy","no"
"4864",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4865",1,0,170,170,"games","other",0.23,"trendy","no"
"4866",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4867",1,0,170,170,"games","other",0.23,"trendy","no"
"4868",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4869",1,0,170,170,"games","other",0.23,"trendy","no"
"4870",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4871",1,0,170,170,"games","other",0.23,"trendy","no"
"4872",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4873",1,0,170,170,"games","other",0.23,"trendy","no"
"4874",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4875",1,0,170,170,"games","other",0.23,"trendy","no"
"4876",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4877",1,0,170,170,"games","other",0.23,"trendy","no"
"4878",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4879",1,0,170,170,"games","other",0.23,"trendy","no"
"4880",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4881",1,0,170,170,"games","other",0.23,"trendy","no"
"4882",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4883",1,0,170,170,"games","other",0.23,"trendy","no"
"4884",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4885",1,0,170,170,"games","other",0.23,"trendy","no"
"4886",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4887",1,0,170,170,"games","other",0.23,"trendy","no"
"4888",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4889",1,0,170,170,"games","other",0.23,"trendy","no"
"4890",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4891",1,0,170,170,"games","other",0.23,"trendy","no"
"4892",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4893",1,0,170,170,"games","other",0.23,"trendy","no"
"4894",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4895",1,0,170,170,"games","other",0.23,"trendy","no"
"4896",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4897",1,0,170,170,"games","other",0.23,"trendy","no"
"4898",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4899",1,0,170,170,"games","other",0.23,"trendy","no"
"4900",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4901",1,0,170,170,"games","other",0.23,"trendy","no"
"4902",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4903",1,0,170,170,"games","other",0.23,"trendy","no"
"4904",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4905",1,0,170,170,"games","other",0.23,"trendy","no"
"4906",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4907",1,0,170,170,"games","other",0.23,"trendy","no"
"4908",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4909",1,0,170,170,"games","other",0.23,"trendy","no"
"4910",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4911",1,0,170,170,"games","other",0.23,"trendy","no"
"4912",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4913",1,0,170,170,"games","other",0.23,"trendy","no"
"4914",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4915",1,0,170,170,"games","other",0.23,"trendy","no"
"4916",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4917",1,0,170,170,"games","other",0.23,"trendy","no"
"4918",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4919",1,0,170,170,"games","other",0.23,"trendy","no"
"4920",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4921",1,0,170,170,"games","other",0.23,"trendy","no"
"4922",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4923",1,0,170,170,"games","other",0.23,"trendy","no"
"4924",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4925",1,0,170,170,"games","other",0.23,"trendy","no"
"4926",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4927",1,0,170,170,"games","other",0.23,"trendy","no"
"4928",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4929",1,0,170,170,"games","other",0.23,"trendy","no"
"4930",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4931",1,0,170,170,"games","other",0.23,"trendy","no"
"4932",2,1,135,135,"internet","KPNVodafone",0.17,"trendy","yes"
"4933",1,1,100,135,"camera","other",0.17,"basic","yes"
"4934",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4935",1,1,100,135,"camera","other",0.17,"basic","yes"
"4936",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4937",1,1,100,135,"camera","other",0.17,"basic","yes"
"4938",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4939",1,1,100,135,"camera","other",0.17,"basic","yes"
"4940",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4941",1,1,100,135,"camera","other",0.17,"basic","yes"
"4942",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4943",1,1,100,135,"camera","other",0.17,"basic","yes"
"4944",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4945",1,1,100,135,"camera","other",0.17,"basic","yes"
"4946",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4947",1,1,100,135,"camera","other",0.17,"basic","yes"
"4948",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4949",1,1,100,135,"camera","other",0.17,"basic","yes"
"4950",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4951",1,1,100,135,"camera","other",0.17,"basic","yes"
"4952",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4953",1,1,100,135,"camera","other",0.17,"basic","yes"
"4954",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4955",1,1,100,135,"camera","other",0.17,"basic","yes"
"4956",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4957",1,1,100,135,"camera","other",0.17,"basic","yes"
"4958",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4959",1,1,100,135,"camera","other",0.17,"basic","yes"
"4960",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4961",1,1,100,135,"camera","other",0.17,"basic","yes"
"4962",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4963",1,1,100,135,"camera","other",0.17,"basic","yes"
"4964",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4965",1,1,100,135,"camera","other",0.17,"basic","yes"
"4966",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4967",1,1,100,135,"camera","other",0.17,"basic","yes"
"4968",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4969",1,1,100,135,"camera","other",0.17,"basic","yes"
"4970",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4971",1,1,100,135,"camera","other",0.17,"basic","yes"
"4972",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4973",1,1,100,135,"camera","other",0.17,"basic","yes"
"4974",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4975",1,1,100,135,"camera","other",0.17,"basic","yes"
"4976",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4977",1,1,100,135,"camera","other",0.17,"basic","yes"
"4978",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4979",1,1,100,135,"camera","other",0.17,"basic","yes"
"4980",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4981",1,1,100,135,"camera","other",0.17,"basic","yes"
"4982",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4983",1,1,100,135,"camera","other",0.17,"basic","yes"
"4984",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4985",1,1,100,135,"camera","other",0.17,"basic","yes"
"4986",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4987",1,1,100,135,"camera","other",0.17,"basic","yes"
"4988",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4989",1,1,100,135,"camera","other",0.17,"basic","yes"
"4990",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4991",1,1,100,135,"camera","other",0.17,"basic","yes"
"4992",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4993",1,1,100,135,"camera","other",0.17,"basic","yes"
"4994",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4995",1,1,100,135,"camera","other",0.17,"basic","yes"
"4996",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4997",1,1,100,135,"camera","other",0.17,"basic","yes"
"4998",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"4999",1,1,100,135,"camera","other",0.17,"basic","yes"
"5000",2,0,170,170,"camera","KPNVodafone",0.23,"basic","no"
"5001",1,0,100,135,"camera","other",0.17,"basic","yes"
"5002",2,1,170,170,"camera","KPNVodafone",0.23,"basic","no"
"5003",1,0,100,135,"camera","other",0.17,"basic","yes"
"5004",2,1,170,170,"camera","KPNVodafone",0.23,"basic","no"
"5005",1,0,100,135,"camera","other",0.17,"basic","yes"
"5006",2,1,170,170,"camera","KPNVodafone",0.23,"basic","no"
"5007",1,1,170,135,"camera","other",0.17,"basic","yes"
"5008",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5009",1,1,170,135,"camera","other",0.17,"basic","yes"
"5010",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5011",1,1,170,135,"camera","other",0.17,"basic","yes"
"5012",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5013",1,1,170,135,"camera","other",0.17,"basic","yes"
"5014",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5015",1,1,170,135,"camera","other",0.17,"basic","yes"
"5016",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5017",1,1,170,135,"camera","other",0.17,"basic","yes"
"5018",2,0,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5019",1,0,170,135,"camera","other",0.17,"basic","yes"
"5020",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5021",1,0,170,135,"camera","other",0.17,"basic","yes"
"5022",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5023",1,0,170,135,"camera","other",0.17,"basic","yes"
"5024",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5025",1,0,170,135,"camera","other",0.17,"basic","yes"
"5026",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5027",1,0,170,135,"camera","other",0.17,"basic","yes"
"5028",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5029",1,0,170,135,"camera","other",0.17,"basic","yes"
"5030",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5031",1,0,170,135,"camera","other",0.17,"basic","yes"
"5032",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5033",1,0,170,135,"camera","other",0.17,"basic","yes"
"5034",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5035",1,0,170,135,"camera","other",0.17,"basic","yes"
"5036",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5037",1,0,170,135,"camera","other",0.17,"basic","yes"
"5038",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5039",1,0,170,135,"camera","other",0.17,"basic","yes"
"5040",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5041",1,0,170,135,"camera","other",0.17,"basic","yes"
"5042",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5043",1,0,170,135,"camera","other",0.17,"basic","yes"
"5044",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5045",1,0,170,135,"camera","other",0.17,"basic","yes"
"5046",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5047",1,0,170,135,"camera","other",0.17,"basic","yes"
"5048",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5049",1,0,170,135,"camera","other",0.17,"basic","yes"
"5050",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5051",1,0,170,135,"camera","other",0.17,"basic","yes"
"5052",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5053",1,0,170,135,"camera","other",0.17,"basic","yes"
"5054",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5055",1,0,170,135,"camera","other",0.17,"basic","yes"
"5056",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5057",1,0,170,135,"camera","other",0.17,"basic","yes"
"5058",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5059",1,0,170,135,"camera","other",0.17,"basic","yes"
"5060",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5061",1,0,170,135,"camera","other",0.17,"basic","yes"
"5062",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5063",1,0,170,135,"camera","other",0.17,"basic","yes"
"5064",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5065",1,0,170,135,"camera","other",0.17,"basic","yes"
"5066",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5067",1,0,170,135,"camera","other",0.17,"basic","yes"
"5068",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5069",1,0,170,135,"camera","other",0.17,"basic","yes"
"5070",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5071",1,0,170,135,"camera","other",0.17,"basic","yes"
"5072",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5073",1,0,170,135,"camera","other",0.17,"basic","yes"
"5074",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5075",1,0,170,135,"camera","other",0.17,"basic","yes"
"5076",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5077",1,0,170,135,"camera","other",0.17,"basic","yes"
"5078",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5079",1,0,170,135,"camera","other",0.17,"basic","yes"
"5080",2,1,135,100,"internet","KPNVodafone",0.23,"trendy","no"
"5081",1,1,135,170,"camera","other",0.23,"trendy","no"
"5082",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5083",1,1,135,170,"camera","other",0.23,"trendy","no"
"5084",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5085",1,1,135,170,"camera","other",0.23,"trendy","no"
"5086",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5087",1,1,135,170,"camera","other",0.23,"trendy","no"
"5088",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5089",1,1,135,170,"camera","other",0.23,"trendy","no"
"5090",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5091",1,1,135,170,"camera","other",0.23,"trendy","no"
"5092",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5093",1,1,135,170,"camera","other",0.23,"trendy","no"
"5094",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5095",1,1,135,170,"camera","other",0.23,"trendy","no"
"5096",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5097",1,1,135,170,"camera","other",0.23,"trendy","no"
"5098",2,0,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5099",1,0,135,170,"camera","other",0.23,"trendy","no"
"5100",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5101",1,0,135,170,"camera","other",0.23,"trendy","no"
"5102",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5103",1,0,135,170,"camera","other",0.23,"trendy","no"
"5104",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5105",1,0,135,170,"camera","other",0.23,"trendy","no"
"5106",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5107",1,0,135,170,"camera","other",0.23,"trendy","no"
"5108",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5109",1,0,135,170,"camera","other",0.23,"trendy","no"
"5110",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5111",1,0,135,170,"camera","other",0.23,"trendy","no"
"5112",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5113",1,0,135,170,"camera","other",0.23,"trendy","no"
"5114",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5115",1,0,135,170,"camera","other",0.23,"trendy","no"
"5116",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5117",1,0,135,170,"camera","other",0.23,"trendy","no"
"5118",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5119",1,0,135,170,"camera","other",0.23,"trendy","no"
"5120",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5121",1,0,135,170,"camera","other",0.23,"trendy","no"
"5122",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5123",1,0,135,170,"camera","other",0.23,"trendy","no"
"5124",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5125",1,0,135,170,"camera","other",0.23,"trendy","no"
"5126",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5127",1,0,135,170,"camera","other",0.23,"trendy","no"
"5128",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5129",1,0,135,170,"camera","other",0.23,"trendy","no"
"5130",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5131",1,0,135,170,"camera","other",0.23,"trendy","no"
"5132",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5133",1,0,135,170,"camera","other",0.23,"trendy","no"
"5134",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5135",1,0,135,170,"camera","other",0.23,"trendy","no"
"5136",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5137",1,0,135,170,"camera","other",0.23,"trendy","no"
"5138",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5139",1,0,135,170,"camera","other",0.23,"trendy","no"
"5140",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5141",1,0,135,170,"camera","other",0.23,"trendy","no"
"5142",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5143",1,0,135,170,"camera","other",0.23,"trendy","no"
"5144",2,1,100,135,"games","KPNVodafone",0.17,"trendy","yes"
"5145",1,0,135,170,"camera","other",0.23,"trendy","no"
